,1차금속 제조업,"가스, 증기 및 공기조절 공급업",건축보수업,"공공행정, 국방 및 사회보장",광업,교육서비스업,금속가공제품 제조업,금융 및 보험업,기계 및 장비 제조업,기타 서비스업,기타 제조업 및 산업용 장비 수리업,농림어업,도소매업,"목재, 종이, 인쇄 및 복제업",부동산업,비금속광물제품 제조업,비주거용 건물 건설업,사업지원 서비스업,섬유 및 가죽제품 제조업,"수도, 하수 및 폐기물 처리, 원료 재생업",숙박 및 음식점업,"예술, 스포츠 및 여가관련 서비스업",운송장비 제조업,운수업,음식료품 제조업,"의료, 보건업 및 사회복지서비스업",전기업,전기장비 제조업,"전문, 과학 및 기술관련 서비스업",주거용 건물 건설업,"출판, 방송, 영상, 정보서비스","컴퓨터, 전자 및 광학기기 제조업",코크스 및 석유정제품 제조업,토목건설업,통신업,화학물질 및 화학제품 제조업
y.L1.기타 제조업 및 산업용 장비 수리업,-0.015749675824358128,-0.10823552666356666,-0.04729649727767259,-0.009187286590048135,-0.01284938940982254,0.005415151922329393,0.0788179495617881,-0.0028428883763236684,0.018866829246368233,-0.0072672814546205465,-0.036497931949268855,0.010264091119139257,0.037382109579039674,-0.0475059736208911,0.003951744285260288,0.02231288413879557,0.00489669352542195,0.0033079645197114926,-0.029257757392258117,0.024405199963453722,0.06874990426123598,-0.051481504758894854,-0.03485278825742289,-0.02578618781835166,-0.019548342208660703,-0.030053855373284352,0.0870347112292113,-0.07478067839359936,-0.011899076702046964,0.04626199249619886,-0.016027684422795417,-0.0037914944148145363,-0.04842447787152511,-0.025436724123146816,-0.0005756462413090274,-0.020167524102899702
y.L1.농림어업,0.017878871741810135,0.05531335009451817,0.016145488508942023,-0.0023558153712526127,-0.026638689922456747,0.010995575525461224,-0.007891583405553976,0.06872081701246677,-0.026502429250970225,-0.03570030066371577,-0.037383290078413234,-0.08384701814143508,0.0051820890754639415,-0.014071584279360824,-0.00341176038082543,-0.108411918273605,-0.12379700325160128,-0.0574688058539562,-0.047080314353172274,-0.01238773232888301,0.004128875032422125,-0.004100377279551912,-0.014640983985128204,0.008941245137635216,-0.040420624055510015,0.03447125684883883,-0.0308792515319498,0.013299043660902399,-0.0003901401595853386,-0.13803832353459788,0.03632708888344291,0.02599293376300464,0.1801465056739432,0.10055477971457033,-0.005503525195715453,0.027918470652678995
y.L1.도소매업,-0.0058349394398561905,-0.02308299176625206,0.11562015040465791,0.005451105789564717,-0.0028167847441938065,-0.013167513552279048,0.04619380204741419,-0.05604445209898595,-0.055490115198656875,-0.025175938968545614,-0.07713612016966462,-0.050016581298093665,-0.05877483177355619,-0.0746263950402628,0.03448071119370222,0.06692858846167454,0.1389043077367113,0.006044743716360157,0.038063047151244256,0.03625389977177104,-0.13509386899422834,0.0781940916645627,0.06609500389861211,-0.092020180126348,-0.06978743518692734,-0.06236941911362601,0.053057228071414636,-0.054230689096507745,-0.013355016883581428,-0.1092491163549967,-0.019927046829702533,-0.22984244416730043,-0.0008624357275442418,0.018288559011062796,0.025813733878739586,-0.02229391194042868
"y.L1.목재, 종이, 인쇄 및 복제업",0.0008571920774054151,-0.02538869913618158,0.020078384934617936,-0.0017447444164285092,0.165752437057412,-0.018289630508250717,-0.08306955874427926,-0.050042675903534437,0.005571051229095306,0.03704059190007387,0.04876028467858035,-0.01013868951892032,0.017685332933235716,0.021234948570033635,0.03571500032262256,-0.01101250127720434,-0.0752576069750825,0.013992558140183145,-0.006665110381985161,0.0642389773745593,-0.012523708581976174,-0.02771255305218251,0.12292662629212137,-0.010496277980773447,-0.011036103432101506,0.016582098434925696,-0.1140258589482761,0.06848331549156694,-0.026925065562887054,-0.11015495568632694,-0.0070063707781338955,0.02417877868810811,-0.24125463242497536,0.07209855818160335,-0.03464368675640506,7.488698592782173e-05
y.L1.부동산업,-0.0982884625204784,0.0848532635807232,0.04464811246281747,0.04017729840452644,0.10619433306738355,-0.05071396582588095,0.1991024219631039,-0.15903045268578161,-0.2225688897938205,-0.059513690842339984,-0.06807555293314324,0.16164949100599674,-0.009441911904199296,-0.21534818489215152,0.14319174856299838,-0.12248322462639506,-0.026527603097657976,0.42600403171389667,-0.16814616514476505,-0.007087294296865498,-0.10781102812747947,-0.060201710479165615,-0.2417089383228983,-0.07372320748881234,-0.16705909755582532,0.07994793783019472,0.29258496833270287,0.06596207829074274,-0.004417851117108462,0.1349846797562957,0.003499394952758972,0.172314597089278,-0.13718589469357143,0.04902899592277293,0.06721854854869247,-0.0944946125639683
y.L1.비금속광물제품 제조업,0.02247737767548738,0.03613803151188832,-0.042342737642292336,0.0034924423260706845,0.0028368132167687354,0.0017105255681304256,0.03217418502618155,0.021681623271959858,0.030691449685027405,-0.005591646741553689,0.03332803963075775,0.040385316310224816,0.004907038479409539,0.013533786497057321,0.002567197571605672,-0.04770571148134849,-0.02629612355359874,-0.024252944452486113,0.05553493816494537,0.03734973760508409,-0.0006229184179994338,0.00319707100468436,-0.01617657351183073,0.016135492543784144,-0.010629963213904857,-0.023543579313253543,0.0004954705445006473,-0.019152359295464227,0.02866898196708697,-0.02601485429354826,0.02575023053868987,-0.031332237687775946,-0.23914587453922734,0.050376536395482764,0.013549442409548432,0.03159366916311049
y.L1.비주거용 건물 건설업,-0.010076733559604988,-0.08373324246505767,0.03253677327366622,-0.0011539510205573061,0.06910294108992258,0.0015674433418561354,0.012716474397021761,-0.03443738386566602,-0.02878561657238185,-0.02324145349099069,-0.013666593038937695,0.00039340380251753383,-0.026810719661394436,-0.024911082730990103,0.0011090685447238263,-0.007696094210255264,0.07446639183531197,0.04793305244556256,-0.06923917736458664,0.02426004572883483,-0.0258948379997334,-0.008862493304793218,-0.03322127030420081,-0.00025305998616416414,-0.0374035346731095,0.026892936158013317,-0.005777923509477839,-0.06670092344063408,-0.02042458787097814,0.055711127583891136,0.011426164419240437,-0.040985970991384346,-0.11893112801901871,0.06925226248788048,-0.020021214485197156,0.009832479638482536
y.L1.사업지원 서비스업,0.0799274834568578,0.14464988831341052,-0.013462673332093153,0.00827350684365162,-0.09971849542946631,0.014749491806952175,0.02726452619803875,0.04917612183937903,0.018522587985987077,0.02154273807376446,-0.07247128064910596,0.02997421841914228,0.028683367486544382,-0.008290548749753185,0.013945919319652902,-0.02484414268223908,0.08236652342818397,-0.03368011675857853,0.05034491966593857,-0.03000440315825679,-0.010843220588478083,0.06425015040634047,-0.0074930447903702735,-0.04859540865400557,-0.05032562614043816,-0.017319011304641405,-0.012704438995081252,0.026183502407927606,0.015690622899713312,0.064702552785894,-0.047309542531455515,0.05988377695095892,-0.0090218321716268,-0.03879595033149969,0.10306060268717115,0.07408987494373957
y.L1.섬유 및 가죽제품 제조업,-0.11880413270092297,-0.03343903227218061,-0.07019449913013956,0.0006966273986097184,-0.002648707284098802,-0.006365794699972761,-0.037781190393822134,-0.007312584717244823,-0.0021554332726337333,0.022368249954000885,0.06633729018241985,0.04194239013511277,0.03321743688873196,-0.017048887026519192,-0.00508787050894155,0.025776745589571836,-0.04919832597562347,-0.008314404174941642,0.002234487894062054,0.0030913979542899206,0.0066123109051496876,-0.08776033546302543,0.022543809194626663,-0.023507728104415457,0.017076401876927456,-0.037384560401967255,0.0350121154519257,0.030794428647684488,-0.011845469396157037,-0.06632360940162854,0.0637379461781819,0.030277017074984897,0.20514229351349286,-0.01816730529115544,-0.0014018502363291416,-0.049178369460504655
"y.L1.수도, 하수 및 폐기물 처리, 원료 재생업",0.09043742668505125,-0.18856308886806025,-0.05731721750886578,0.0046007682023507905,0.008042680671972412,-0.0029249005077573026,-0.019306782762375026,-0.028791326350106623,-0.0041540600875828865,-0.021041064283149138,0.006619680182843431,0.011733729659375965,-0.01745847292863126,0.033095071098002624,0.005129762398036905,0.1277469236174115,0.04053276506063675,0.020463387335131505,0.0034371961294994554,-0.17824135136218772,-0.014313792135813599,0.0061856787490959,0.08586663844582709,0.0004530666500043856,0.06105521537247711,0.009589295227813856,0.014160814165070833,0.008814231166823838,-0.03752518358404226,0.0662319758107249,0.017292640568602358,-0.02785143437369836,0.164835111081448,0.009114394260751363,-0.004578449260538159,0.08199225173596111
y.L1.숙박 및 음식점업,-0.02317381985291507,0.07147302471224246,-0.0038715862854894686,0.0019360738406551392,-0.0078059157868575636,-0.007929697101233257,-0.0266864874363147,-0.002184420015521122,0.04641507036389789,-0.002434882187772068,-0.029408836064916066,0.029877511905250682,0.007627579560287562,-0.01583129466584081,-0.009198946258876482,0.06039615266176181,-0.09540869670880543,0.01433571941444324,0.04656713657928378,-0.01634979755267354,-0.11282239262442914,0.0347455279006382,0.11560482947022538,0.005332699755510664,0.03893060382514868,-0.01606253434073005,-0.03518633836773368,0.006738343766728855,-0.021338241053055516,-0.06862415534939241,-0.036019180270237164,-0.02631100415202646,-0.4411872726293013,-0.00792296015155947,-0.03920111360698934,0.04390154006644019
"y.L1.예술, 스포츠 및 여가관련 서비스업",-0.011865009527325138,0.08400889839602005,-0.0006563148047748482,-0.0009947315025500003,-0.02081424236930586,0.006549933293011838,0.011333060413957076,0.025382173032059436,-0.009109816762638705,0.004051584955531883,0.002931178881951218,-0.004919320052982762,0.009428004870977886,0.026150087350467994,-0.0004937623234358441,-0.0062907474429381265,0.062089926990631046,-0.021746305073546173,0.012412778656866623,0.058939631199764565,-0.011937400704449923,-0.010754276073084497,-0.06368367236533139,0.005003672431781992,-0.015603695832967706,-0.007229969997125224,-0.042562958403676354,0.022011779422585313,0.010997190465077345,-0.0007448628474472224,0.0023644585159151785,0.06753312566379775,0.03974749432017174,0.035315654782451945,0.029669407821865952,-0.003738985350567388
y.L1.운송장비 제조업,0.0075210879367521005,0.009379527789957029,-0.014854267560181583,-0.000873057478564112,-0.018244425979472106,0.005321337606844594,-0.011469033880860569,-0.0515958719522272,-0.049177664467366974,-0.001562793651962914,-0.06565815303222478,0.04231548085247689,0.012884475938113472,-0.01287487893802287,-0.013316934033713014,0.0012839503995951407,-0.017134206485324467,0.04390567646023127,-0.03626725233536197,0.004001326590021748,-0.008928239619103391,-0.029050884652845423,-0.12153247755490335,0.023844597170709116,-0.029130355902968353,0.014084903412487929,-0.02349299958309713,-0.019729516149644175,0.003117916668889789,-0.023644035702720487,0.0229866101250839,0.014266832652375966,0.029807346593014317,-0.003142019691522731,-0.014819467741402456,-0.016946506413768332
y.L1.운수업,0.021474410618372845,-0.03982017197741522,-0.029867318948962072,-0.014124974032231036,0.014511708822107422,-0.007806134807073234,-0.05491236059001023,-0.035381827166164004,0.0249396732676731,0.060167455746674925,-0.023477255473747544,-0.05939564296701644,0.02116243354262906,-0.04306104134286641,-0.022171695724446938,-0.02082911237996546,-0.025967660932265046,0.011747239047604663,-0.024305567624284104,0.003278776884308887,0.022004156207946546,0.09744075533154128,0.07014601716637597,0.03697032763200414,-0.0011391792541452506,-0.01534918300749974,0.05986789221000305,-0.02463008150547419,0.00031436403052448325,-0.053235788849026855,0.004814821658274737,0.09785669967059496,0.030807724359693894,0.030389321930402474,0.052223050749554634,0.013452681515007364
